txn_id,customer_key,date_key,calendar_date,amount_cad,direction,channel,counterparty_country,counterparty_id,hour_of_day,is_high_risk
T000140791,3709,55,2025-10-26,268.5,debit,pos,CA,P0010134,10,0
T000147164,3709,57,2025-10-28,10000.0,debit,emt,CA,P0042588,17,0
T000148409,3709,58,2025-10-29,273.46,credit,emt,CA,P0055980,9,0
T000148873,3709,58,2025-10-29,276.46,credit,pos,CA,P0058686,12,0
T000151197,3709,59,2025-10-30,240.97,debit,pos,CA,P0044484,9,0
T000158676,3709,62,2025-11-02,756.77,debit,preauth,CA,P0032116,11,0
T000159390,3709,62,2025-11-02,12620.59,debit,wire,XB,P0016900,18,1
T000161943,3709,63,2025-11-03,10000.0,debit,wire,CA,P0042588,17,0
T000166737,3709,65,2025-11-05,467.15,debit,pos,CA,P0057751,12,0
T000167043,3709,65,2025-11-05,10000.0,debit,emt,CA,P0042588,14,0
T000167879,3709,65,2025-11-05,10000.0,debit,wire,CA,P0042588,18,0
T000176518,3709,69,2025-11-09,480.32,debit,pos,CA,P0056710,14,0
T000183577,3709,72,2025-11-12,653.97,debit,pos,GB,P0030379,9,0
T000188127,3709,73,2025-11-13,110.72,debit,emt,CA,P0016909,16,0
T000189756,3709,74,2025-11-14,96.22,debit,pos,CA,P0057265,10,0
T000189806,3709,74,2025-11-14,84.45,debit,pos,CA,P0008803,10,0
T000191753,3709,74,2025-11-14,83.67,debit,emt,CA,P0026411,19,0
T000194261,3709,76,2025-11-16,132.53,debit,pos,CA,P0033292,12,0
T000194365,3709,76,2025-11-16,122.82,credit,wire,CA,P0049975,13,0
T000208574,3709,81,2025-11-21,217.39,credit,emt,CA,P0055869,13,0
T000224768,3709,87,2025-11-27,163.84,debit,cheque,CA,P0027680,18,0
T000227854,3709,88,2025-11-28,8309.54,debit,wire,XB,P0059345,18,1
T000228356,3709,89,2025-11-29,1021.32,debit,cash,CA,P0059335,7,0
T000228594,3709,89,2025-11-29,398.34,debit,emt,CA,P0052655,9,0
T000230351,3709,90,2025-11-30,185.25,debit,pos,CA,P0008672,10,0
T000241892,3709,94,2025-12-04,342.31,debit,pos,CA,P0032837,12,0
T000244585,3709,95,2025-12-05,438.35,debit,emt,CA,P0058552,11,0
T000247621,3709,96,2025-12-06,5742.01,debit,wire,XB,P0042355,14,1
T000248362,3709,96,2025-12-06,137.97,debit,pos,CA,P0036755,20,0
T000250086,3709,97,2025-12-07,60.46,debit,pos,CA,P0038311,20,0
T000262006,3709,101,2025-12-11,324.75,debit,wire,CA,P0010775,20,0
T000266161,3709,103,2025-12-13,805.31,debit,pos,CA,P0052597,15,0
T000269941,3709,105,2025-12-15,824.52,credit,emt,CA,P0039522,13,0
T000280624,3709,108,2025-12-18,440.82,credit,emt,CA,P0020629,18,0
T000288971,3709,112,2025-12-22,578.33,debit,pos,CA,P0042214,13,0
T000289373,3709,112,2025-12-22,128.01,debit,emt,CA,P0047334,14,0
T000291438,3709,113,2025-12-23,733.44,debit,pos,CA,P0021291,10,0
T000296022,3709,114,2025-12-24,92.27,debit,pos,CA,P0054495,17,0
T000298424,3709,115,2025-12-25,683.88,debit,pos,CA,P0059597,14,0
T000304105,3709,117,2025-12-27,15945.21,debit,wire,XB,P0035651,17,1
T000306039,3709,118,2025-12-28,113.05,debit,pos,CA,P0018199,20,0
T000311196,3709,120,2025-12-30,165.57,debit,pos,CA,P0028380,16,0
T000311480,3709,120,2025-12-30,1605.9,debit,cheque,CA,P0028522,17,0
T000320815,3709,123,2026-01-02,369.96,debit,emt,CA,P0013324,18,0
T000321639,3709,124,2026-01-03,130.04,debit,emt,CA,P0056219,9,0
T000326198,3709,126,2026-01-05,209.76,debit,pos,CA,P0045810,13,0
T000326893,3709,126,2026-01-05,35.31,debit,pos,CA,P0045710,16,0
T000326899,3709,126,2026-01-05,112.58,debit,pos,CA,P0055880,16,0
T000336516,3709,129,2026-01-08,275.83,debit,preauth,CA,P0003113,18,0
T000338674,3709,130,2026-01-09,373.89,debit,wire,CA,P0012390,14,0
T000341383,3709,131,2026-01-10,318.69,credit,emt,CA,P0027924,16,0
T000356212,3709,137,2026-01-16,85.67,credit,emt,CA,P0003921,9,0
T000362179,3709,139,2026-01-18,621.47,credit,pos,CA,P0022888,19,0
T000364860,3709,140,2026-01-19,57.44,debit,pos,CA,P0021322,18,0
T000368134,3709,141,2026-01-20,114.17,debit,emt,CA,P0020135,19,0
T000369000,3709,142,2026-01-21,502.74,debit,pos,CA,P0036807,9,0
T000374764,3709,144,2026-01-23,44.38,debit,emt,CA,P0021792,7,0
T000387261,3709,149,2026-01-28,107.17,debit,emt,CA,P0007739,7,0
T000389923,3709,149,2026-01-28,79.94,debit,pos,AU,P0015474,19,0
T000396849,3709,152,2026-01-31,11590.18,debit,wire,XB,P0054425,10,1
T000398868,3709,153,2026-02-01,460.83,debit,emt,CA,P0054295,13,0
T000403563,3709,155,2026-02-03,206.38,debit,emt,CA,P0041669,10,0
T000407807,3709,156,2026-02-04,510.21,debit,pos,CA,P0037554,16,0
T000417168,3709,160,2026-02-08,21511.4,debit,wire,XB,P0027941,15,1
T000417498,3709,160,2026-02-08,424.9,debit,preauth,CA,P0034994,18,0
T000419073,3709,161,2026-02-09,276.61,debit,pos,CA,P0055041,12,0
T000420704,3709,161,2026-02-09,388.71,debit,emt,CA,P0050557,20,0
T000423238,3709,162,2026-02-10,80.35,debit,preauth,CA,P0035671,18,0
T000424554,3709,163,2026-02-11,432.66,debit,pos,CA,P0059846,11,0
T000432281,3709,165,2026-02-13,1436.96,debit,pos,CA,P0018347,19,0
T000437935,3709,168,2026-02-16,38.16,credit,emt,CA,P0051585,18,0
T000444169,3709,171,2026-02-19,76.19,credit,pos,CA,P0008174,7,0
T000448682,3709,172,2026-02-20,10363.63,debit,wire,XB,P0050610,15,1
T000451052,3709,173,2026-02-21,158.12,credit,cash,CA,P0003327,19,0
T000459698,3709,177,2026-02-25,732.95,credit,pos,CA,P0000560,12,0
T000008174,3728,2,2025-09-03,357.53,credit,pos,CA,P0017816,19,0
T000009277,3728,3,2025-09-04,76.62,credit,emt,CA,P0027851,10,0
T000013456,3728,4,2025-09-05,118.43,debit,pos,CA,P0042924,16,0
T000017431,3728,7,2025-09-08,5616.57,debit,pos,CA,P0021349,7,0
T000019375,3728,7,2025-09-08,75.79,debit,preauth,US,P0016775,16,0
T000024546,3728,9,2025-09-10,267.95,debit,pos,CA,P0018014,14,0
T000061928,3728,24,2025-09-25,32439.27,debit,emt,CA,P0007057,10,0
T000062478,3728,24,2025-09-25,194976.32,credit,cheque,CA,P0008307,13,0
T000067441,3728,26,2025-09-27,32985.97,debit,wire,CA,P0037324,10,0
T000067734,3728,26,2025-09-27,42436.52,debit,emt,CA,P0055244,13,0
T000072311,3728,28,2025-09-29,27.27,debit,emt,CA,P0003674,17,0
T000076355,3728,30,2025-10-01,7514.58,debit,pos,CA,P0003096,9,0
T000090992,3728,35,2025-10-06,3054.47,debit,pos,CA,P0026042,20,0
T000093640,3728,36,2025-10-07,3807.83,credit,preauth,CA,P0049898,19,0
T000099274,3728,38,2025-10-09,279.11,credit,emt,CA,P0018402,18,0
T000101305,3728,39,2025-10-10,430.25,debit,preauth,CA,P0037855,13,0
T000136473,3728,53,2025-10-24,150.36,debit,pos,CA,P0016594,10,0
T000138328,3728,53,2025-10-24,966.31,debit,emt,CA,P0042086,18,0
T000139344,3728,54,2025-10-25,2793.41,credit,pos,CA,P0042561,12,0
T000143153,3728,56,2025-10-27,325.55,debit,emt,CA,P0019302,12,0
T000155536,3728,60,2025-10-31,430.04,debit,pos,CA,P0015668,15,0
T000155553,3728,60,2025-10-31,69.8,debit,preauth,CA,P0043737,15,0
T000160641,3728,63,2025-11-03,644.52,debit,pos,CA,P0043626,11,0
T000166118,3728,65,2025-11-05,679.29,debit,emt,CA,P0008390,10,0
T000171390,3728,67,2025-11-07,122.93,debit,emt,CA,P0029609,7,0
T000175717,3728,69,2025-11-09,195.26,debit,pos,CA,P0019163,7,0
T000178728,3728,70,2025-11-10,302.92,debit,cheque,CA,P0059381,14,0
T000185201,3728,72,2025-11-12,733.83,debit,cheque,CA,P0048897,16,0
T000195274,3728,77,2025-11-17,82.66,debit,pos,CA,P0035185,7,0
T000205197,3728,80,2025-11-20,821.4,debit,pos,CA,P0019002,12,0
T000209410,3728,81,2025-11-21,144.45,debit,pos,CA,P0050325,17,0
T000232604,3728,91,2025-12-01,1284.07,credit,pos,CA,P0043862,11,0
T000233243,3728,91,2025-12-01,980.53,debit,pos,CA,P0023876,14,0
T000240130,3728,93,2025-12-03,322.85,debit,pos,CA,P0047861,18,0
T000240950,3728,94,2025-12-04,298.57,credit,preauth,CA,P0005714,8,0
T000243006,3728,94,2025-12-04,702.17,debit,emt,CA,P0002245,17,0
T000245635,3728,95,2025-12-05,2215.91,debit,pos,CA,P0058334,16,0
T000247693,3728,96,2025-12-06,862.36,debit,cheque,CA,P0032665,15,0
T000259213,3728,101,2025-12-11,618.34,debit,pos,CA,P0022855,7,0
T000261744,3728,101,2025-12-11,36.36,debit,pos,CA,P0058013,19,0
T000262071,3728,101,2025-12-11,165.25,credit,cheque,CA,P0044369,20,0
T000265162,3728,103,2025-12-13,244.03,debit,emt,CA,P0043902,7,0
T000267809,3728,104,2025-12-14,30.72,debit,cheque,CA,P0053909,14,0
T000273542,3728,106,2025-12-16,580.6,debit,cash,CA,P0053367,15,0
T000276878,3728,107,2025-12-17,130.44,debit,pos,CA,P0053007,16,0
T000281017,3728,108,2025-12-18,281.18,debit,pos,CA,P0042729,20,0
T000284443,3728,110,2025-12-20,313.93,credit,pos,CA,P0005786,8,0
T000291281,3728,113,2025-12-23,1815.5,debit,pos,NL,P0033370,9,0
T000301701,3728,116,2025-12-26,117.98,debit,cash,CA,P0035268,15,0
T000319198,3728,123,2026-01-02,75.23,credit,pos,CA,P0026180,11,0
T000324405,3728,125,2026-01-04,1048.85,debit,emt,CA,P0014490,18,0
T000330296,3728,127,2026-01-06,282.73,debit,pos,CA,P0014437,17,0
T000353541,3728,136,2026-01-15,70.8,debit,pos,CA,P0049619,10,0
T000358225,3728,137,2026-01-16,2316.69,credit,cash,CA,P0006505,18,0
T000360488,3728,138,2026-01-17,283.52,debit,cheque,CA,P0027271,20,0
T000370347,3728,142,2026-01-21,50000.88,credit,wire,CA,P0028166,15,0
T000375726,3728,144,2026-01-23,45100.91,debit,wire,CA,P0026046,12,0
T000383072,3728,147,2026-01-26,172.69,debit,emt,CA,P0052846,16,0
T000392517,3728,150,2026-01-29,243.43,debit,emt,CA,P0041294,17,0
T000397543,3728,152,2026-01-31,2948.63,debit,preauth,CA,P0026522,16,0
T000406093,3728,156,2026-02-04,471.19,debit,pos,CA,P0001079,8,0
T000407929,3728,156,2026-02-04,538.05,debit,preauth,CA,P0009565,17,0
T000408726,3728,157,2026-02-05,173.75,debit,pos,CA,P0011175,7,0
T000426760,3728,164,2026-02-12,964.92,debit,emt,CA,P0024067,7,0
T000436256,3728,168,2026-02-16,55.28,debit,pos,CA,P0029086,10,0
T000443157,3728,170,2026-02-18,806.97,debit,pos,CA,P0019069,16,0
T000464411,3728,179,2026-02-27,121.91,debit,cheque,CA,P0053516,8,0
T000465016,3728,179,2026-02-27,176.85,credit,pos,CA,P0049165,11,0
T000000102,3741,0,2025-09-01,2916.98,debit,pos,CA,P0010527,7,0
T000001181,3741,0,2025-09-01,106.41,credit,cheque,CA,P0007824,12,0
T000002191,3741,0,2025-09-01,183.34,credit,pos,CA,P0050851,17,0
T000008586,3741,3,2025-09-04,366.39,credit,emt,CA,P0034289,7,0
T000016276,3741,6,2025-09-07,299.32,debit,emt,CA,P0049225,11,0
T000016707,3741,6,2025-09-07,2547.73,debit,pos,CA,P0000210,15,0
T000017412,3741,7,2025-09-08,107.06,credit,emt,CA,P0030076,7,0
T000022234,3741,8,2025-09-09,402.03,debit,cheque,CA,P0010917,17,0
T000025167,3741,9,2025-09-10,81.49,credit,pos,CA,P0043211,17,0
T000027310,3741,10,2025-09-11,3255.16,debit,pos,CA,P0009462,14,0
T000029988,3741,11,2025-09-12,99.32,debit,wire,CA,P0049884,13,0
T000030244,3741,11,2025-09-12,471.22,credit,cash,CA,P0024909,14,0
T000039054,3741,15,2025-09-16,584.81,debit,pos,CA,P0008237,14,0
T000042099,3741,16,2025-09-17,8000.0,debit,emt,CA,P0024275,14,0
T000043739,3741,17,2025-09-18,34.16,credit,pos,CA,P0028133,8,0
T000045219,3741,17,2025-09-18,127.9,debit,pos,CA,P0022907,15,0
T000046471,3741,18,2025-09-19,335.73,credit,wire,CA,P0003669,7,0
T000048400,3741,18,2025-09-19,578.14,debit,cheque,CA,P0040725,16,0
T000049866,3741,19,2025-09-20,580.93,debit,emt,CA,P0022387,12,0
T000053895,3741,21,2025-09-22,75.04,credit,wire,CA,P0025491,14,0
T000054133,3741,21,2025-09-22,81.61,debit,emt,CA,P0059440,15,0
T000056486,3741,22,2025-09-23,448.59,credit,cheque,CA,P0006731,12,0
T000059388,3741,23,2025-09-24,8000.0,debit,emt,CA,P0024275,12,0
T000067242,3741,26,2025-09-27,706.86,debit,cheque,CA,P0021661,9,0
T000068170,3741,26,2025-09-27,132.44,credit,pos,CA,P0034591,17,0
T000069309,3741,27,2025-09-28,1404.25,debit,pos,CA,P0022844,13,0
T000070256,3741,28,2025-09-29,649.26,credit,pos,CA,P0054969,7,0
T000071312,3741,28,2025-09-29,8000.0,debit,wire,CA,P0024275,13,0
T000071329,3741,28,2025-09-29,772.75,credit,emt,CA,P0039924,13,0
T000074542,3741,29,2025-09-30,139.68,credit,wire,CA,P0038562,14,0
T000075070,3741,29,2025-09-30,304.17,debit,emt,CA,P0035228,16,0
T000077029,3741,30,2025-10-01,1018.6,credit,emt,CA,P0042018,12,0
T000080538,3741,31,2025-10-02,1119.31,debit,wire,CA,P0022993,14,0
T000087101,3741,34,2025-10-05,8000.0,debit,wire,CA,P0024275,12,0
T000092390,3741,36,2025-10-07,119.85,credit,cash,CA,P0025967,13,0
T000099889,3741,39,2025-10-10,530.58,debit,wire,CA,P0005467,7,0
T000101891,3741,39,2025-10-10,967.67,credit,cheque,CA,P0034811,16,0
T000102222,3741,39,2025-10-10,52.05,credit,cheque,CA,P0038551,17,0
T000105541,3741,41,2025-10-12,8387.06,credit,cash,CA,P0046022,15,0
T000105675,3741,41,2025-10-12,8215.13,credit,cash,CA,P0004069,17,0
T000110961,3741,43,2025-10-14,634.6,debit,emt,CA,P0008253,15,0
T000113045,3741,44,2025-10-15,8000.0,debit,wire,CA,P0024275,11,0
T000113576,3741,44,2025-10-15,8593.02,credit,cash,CA,P0020083,13,0
T000113871,3741,44,2025-10-15,9573.72,credit,cash,CA,P0015922,15,0
T000113979,3741,44,2025-10-15,9424.18,credit,cash,CA,P0051204,15,0
T000114932,3741,44,2025-10-15,42.28,debit,pos,CA,P0054975,20,0
T000115539,3741,45,2025-10-16,9174.99,credit,cash,CA,P0046451,9,0
T000115543,3741,45,2025-10-16,9451.2,credit,cash,CA,P0020350,9,0
T000115612,3741,45,2025-10-16,9145.23,credit,cash,CA,P0046523,9,0
T000115816,3741,45,2025-10-16,9305.39,credit,cash,CA,P0002714,10,0
T000115994,3741,45,2025-10-16,8282.32,credit,cash,CA,P0036524,11,0
T000116228,3741,45,2025-10-16,8789.28,credit,cash,CA,P0024765,12,0
T000116849,3741,45,2025-10-16,9966.73,credit,cash,CA,P0023508,15,0
T000116958,3741,45,2025-10-16,9747.44,credit,cash,CA,P0013868,15,0
T000117570,3741,45,2025-10-16,8666.4,credit,cash,CA,P0052206,18,0
T000118932,3741,46,2025-10-17,59.71,debit,pos,CA,P0041426,11,0
T000120572,3741,46,2025-10-17,8000.0,debit,emt,CA,P0024275,18,0
T000120720,3741,46,2025-10-17,3084.71,debit,emt,AU,P0043158,19,0
T000129164,3741,50,2025-10-21,357.52,credit,emt,CA,P0049977,16,0
T000130242,3741,51,2025-10-22,40.55,credit,cash,CA,P0047514,8,0
T000130565,3741,51,2025-10-22,2383.42,debit,emt,CA,P0053458,9,0
T000130723,3741,51,2025-10-22,114.15,credit,cheque,CA,P0023057,10,0
T000133855,3741,52,2025-10-23,8000.0,debit,emt,CA,P0024275,11,0
T000136399,3741,53,2025-10-24,452.54,credit,pos,CA,P0028657,9,0
T000139398,3741,54,2025-10-25,9877.81,credit,cash,CA,P0052377,12,0
T000139627,3741,54,2025-10-25,8743.08,credit,cash,CA,P0052487,14,0
T000139685,3741,54,2025-10-25,9644.98,credit,cash,CA,P0058735,15,0
T000139822,3741,54,2025-10-25,9471.33,credit,cash,CA,P0010669,16,0
T000140072,3741,54,2025-10-25,9755.5,credit,cash,CA,P0029202,18,0
T000152693,3741,59,2025-10-30,1039.54,credit,emt,CA,P0055743,15,0
T000155238,3741,60,2025-10-31,1193.99,credit,cash,CA,P0001423,14,0
T000158322,3741,62,2025-11-02,28.03,credit,emt,CA,P0026624,9,0
T000163025,3741,64,2025-11-04,8000.0,debit,wire,CA,P0024275,9,0
T000164566,3741,64,2025-11-04,846.48,debit,cheque,CA,P0035112,16,0
T000165567,3741,65,2025-11-05,162.14,credit,cheque,CA,P0038008,7,0
T000165932,3741,65,2025-11-05,9137.48,credit,cash,CA,P0055674,9,0
T000165997,3741,65,2025-11-05,9746.08,credit,cash,CA,P0011866,9,0
T000167422,3741,65,2025-11-05,9090.7,credit,cash,CA,P0040865,16,0
T000167446,3741,65,2025-11-05,9281.54,credit,cash,CA,P0006089,16,0
T000167554,3741,65,2025-11-05,9858.81,credit,cash,CA,P0050874,16,0
T000167962,3741,65,2025-11-05,8414.05,credit,cash,CA,P0045254,18,0
T000169415,3741,66,2025-11-06,9100.72,credit,cash,CA,P0049458,11,0
T000170484,3741,66,2025-11-06,8470.48,credit,cash,CA,P0017441,16,0
T000172388,3741,67,2025-11-07,8316.29,credit,cash,CA,P0038801,11,0
T000172621,3741,67,2025-11-07,9246.92,credit,cash,CA,P0017327,13,0
T000173015,3741,67,2025-11-07,218.15,credit,cheque,CA,P0034765,15,0
T000175669,3741,69,2025-11-09,155.66,debit,cheque,CA,P0055253,7,0
T000176002,3741,69,2025-11-09,9430.93,credit,cash,CA,P0008511,10,0
T000176947,3741,69,2025-11-09,8957.68,credit,cash,CA,P0010287,18,0
T000178163,3741,70,2025-11-10,301.1,debit,pos,CA,P0007328,11,0
T000182229,3741,71,2025-11-11,1061.45,debit,cheque,CA,P0056686,17,0
T000184169,3741,72,2025-11-12,8000.0,debit,wire,CA,P0024275,11,0
T000186003,3741,72,2025-11-12,201.22,credit,cheque,CA,P0042714,20,0
T000189281,3741,74,2025-11-14,371.62,credit,emt,CA,P0058542,8,0
T000194052,3741,76,2025-11-16,3021.38,debit,emt,CA,P0018891,11,0
T000194256,3741,76,2025-11-16,8000.0,debit,emt,CA,P0024275,12,0
T000194454,3741,76,2025-11-16,553.48,credit,cheque,CA,P0019111,14,0
T000195278,3741,77,2025-11-17,708.01,debit,wire,CA,P0046210,7,0
T000196257,3741,77,2025-11-17,239.11,credit,pos,CA,P0035779,11,0
T000197008,3741,77,2025-11-17,1399.18,credit,cash,CA,P0023477,15,0
T000197298,3741,77,2025-11-17,1254.77,debit,emt,CA,P0011202,16,0
T000201250,3741,79,2025-11-19,82.69,credit,cash,CA,P0057805,7,0
T000202154,3741,79,2025-11-19,4571.89,debit,cheque,CA,P0036071,12,0
T000203451,3741,79,2025-11-19,8000.0,debit,wire,CA,P0024275,18,0
T000220474,3741,86,2025-11-26,910.42,debit,cheque,CA,P0014025,12,0
T000220717,3741,86,2025-11-26,28.78,debit,pos,CA,P0054028,13,0
T000223471,3741,87,2025-11-27,68.03,debit,cheque,CA,P0016763,12,0
T000223478,3741,87,2025-11-27,116.56,debit,pos,CA,P0049480,12,0
T000225873,3741,88,2025-11-28,490.38,debit,cash,CA,P0023313,9,0
T000226984,3741,88,2025-11-28,2142.18,debit,pos,JP,P0008866,15,0
T000232185,3741,91,2025-12-01,91.93,debit,pos,CA,P0019295,9,0
T000232661,3741,91,2025-12-01,171.28,credit,cash,CA,P0045973,11,0
T000239904,3741,93,2025-12-03,220.18,credit,emt,CA,P0035770,17,0
T000241371,3741,94,2025-12-04,1304.42,credit,pos,CA,P0018531,10,0
T000246132,3741,95,2025-12-05,288.67,debit,cheque,CA,P0047943,18,0
T000248023,3741,96,2025-12-06,261.68,debit,preauth,CA,P0000740,17,0
T000252487,3741,98,2025-12-08,3048.24,debit,pos,CA,P0055516,17,0
T000258972,3741,100,2025-12-10,914.66,credit,preauth,CA,P0017511,20,0
T000259601,3741,101,2025-12-11,177.77,credit,emt,CA,P0042875,8,0
T000262017,3741,101,2025-12-11,1063.07,debit,pos,CA,P0017525,20,0
T000263886,3741,102,2025-12-12,214.98,credit,cheque,CA,P0011811,15,0
T000272885,3741,106,2025-12-16,81.97,credit,pos,CA,P0033462,12,0
T000275160,3741,107,2025-12-17,110.84,credit,wire,CA,P0023834,8,0
T000280787,3741,108,2025-12-18,681.51,credit,preauth,CA,P0002142,19,0
T000282198,3741,109,2025-12-19,316.07,credit,cheque,CA,P0023303,11,0
T000284772,3741,110,2025-12-20,421.0,debit,preauth,CA,P0012842,11,0
T000286046,3741,111,2025-12-21,202.41,debit,emt,CA,P0032032,7,0
T000300366,3741,116,2025-12-26,325.41,credit,cash,CA,P0021461,9,0
T000307562,3741,119,2025-12-29,43.62,credit,emt,CA,P0010015,13,0
T000312716,3741,121,2025-12-31,96.66,debit,cheque,CA,P0059096,9,0
T000313489,3741,121,2025-12-31,1024.41,debit,cash,CA,P0026224,12,0
T000315126,3741,121,2025-12-31,4039.16,credit,pos,CA,P0040997,20,0
T000318393,3741,123,2026-01-02,1071.4,credit,emt,CA,P0026459,7,0
T000332519,3741,128,2026-01-07,731.91,debit,wire,CA,P0035160,14,0
T000343189,3741,132,2026-01-11,117.25,debit,pos,CA,P0046894,17,0
T000357497,3741,137,2026-01-16,101.02,credit,wire,CA,P0017478,14,0
T000359218,3741,138,2026-01-17,424.61,debit,cash,JP,P0036302,10,0
T000363199,3741,140,2026-01-19,999.34,credit,cash,CA,P0038500,11,0
T000364038,3741,140,2026-01-19,1404.05,credit,cash,CA,P0048231,14,0
T000372387,3741,143,2026-01-22,133.45,credit,wire,CA,P0034376,11,0
T000373492,3741,143,2026-01-22,556.43,debit,pos,CA,P0045598,15,0
T000377254,3741,144,2026-01-23,21.69,debit,cheque,CA,P0007656,18,0
T000380879,3741,146,2026-01-25,640.32,debit,cheque,CA,P0034213,19,0
T000388902,3741,149,2026-01-28,151.83,credit,emt,CA,P0015985,15,0
T000394523,3741,151,2026-01-30,1381.74,debit,emt,CA,P0017064,12,0
T000396394,3741,151,2026-01-30,149.99,debit,pos,CA,P0000838,20,0
T000405801,3741,156,2026-02-04,213.45,debit,pos,CA,P0002720,7,0
T000406692,3741,156,2026-02-04,717.93,credit,pos,CA,P0031409,11,0
T000411340,3741,157,2026-02-05,107.88,credit,pos,CA,P0037182,19,0
T000419863,3741,161,2026-02-09,2300.33,debit,pos,CA,P0037851,16,0
T000424748,3741,163,2026-02-11,273.94,credit,emt,CA,P0048379,12,0
T000426606,3741,163,2026-02-11,165.72,debit,pos,CA,P0014024,20,0
T000433639,3741,166,2026-02-14,324.27,credit,cheque,CA,P0026100,17,0
T000433911,3741,166,2026-02-14,74.69,credit,cheque,CA,P0006377,19,0
T000434920,3741,167,2026-02-15,2308.93,credit,cheque,CA,P0034473,15,0
T000436828,3741,168,2026-02-16,43.71,credit,pos,CA,P0043247,13,0
T000439403,3741,169,2026-02-17,302.64,credit,wire,CA,P0004781,11,0
T000445593,3741,171,2026-02-19,817.43,debit,cheque,CA,P0053367,14,0
T000454865,3741,175,2026-02-23,1423.56,credit,wire,CA,P0039706,17,0
T000000567,3751,0,2025-09-01,131.48,debit,pos,CA,P0031481,9,0
T000002142,3751,0,2025-09-01,429.91,debit,pos,CA,P0039214,17,0
T000006116,3751,2,2025-09-03,51.13,debit,emt,CA,P0059502,8,0
T000009430,3751,3,2025-09-04,681.63,credit,cash,CA,P0033736,11,0
T000044830,3751,17,2025-09-18,35.51,credit,preauth,CA,P0002964,13,0
T000049281,3751,18,2025-09-19,162.24,credit,emt,CA,P0013970,20,0
T000050982,3751,20,2025-09-21,79.58,credit,emt,CA,P0016731,7,0
T000070451,3751,28,2025-09-29,378.34,credit,emt,CA,P0024263,8,0
T000080721,3751,31,2025-10-02,81.78,debit,emt,CA,P0021787,15,0
T000082063,3751,32,2025-10-03,107.37,debit,emt,CA,P0017339,7,0
T000083803,3751,32,2025-10-03,98.68,credit,cash,CA,P0023977,15,0
T000086539,3751,34,2025-10-05,16.48,debit,emt,CA,P0057245,7,0
T000096515,3751,37,2025-10-08,115.57,debit,pos,CA,P0010315,18,0
T000097518,3751,38,2025-10-09,1797.64,debit,pos,CA,P0024772,9,0
T000098574,3751,38,2025-10-09,148.05,debit,cash,CA,P0046826,14,0
T000105996,3751,41,2025-10-12,1049.27,debit,cash,CA,P0007202,19,0
T000113497,3751,44,2025-10-15,55.52,credit,cheque,CA,P0034355,13,0
T000120291,3751,46,2025-10-17,88.38,debit,emt,CA,P0025426,17,0
T000126454,3751,49,2025-10-20,340.39,credit,cheque,CA,P0015894,17,0
T000130715,3751,51,2025-10-22,159.07,debit,pos,CA,P0035258,10,0
T000133089,3751,52,2025-10-23,54.24,debit,cheque,CA,P0058375,7,0
T000142458,3751,56,2025-10-27,62.54,debit,emt,CA,P0049602,9,0
T000166149,3751,65,2025-11-05,34.18,credit,cash,CA,P0005884,10,0
T000178727,3751,70,2025-11-10,150.65,debit,emt,CA,P0014434,14,0
T000182195,3751,71,2025-11-11,114.91,credit,pos,CA,P0036117,16,0
T000182792,3751,71,2025-11-11,34.93,debit,cash,CA,P0053525,19,0
T000183747,3751,72,2025-11-12,487.51,debit,pos,CA,P0055882,10,0
T000197623,3751,77,2025-11-17,119.62,debit,wire,CA,P0023590,18,0
T000198576,3751,78,2025-11-18,2233.32,debit,cash,CA,P0036142,9,0
T000203015,3751,79,2025-11-19,73.81,debit,pos,CA,P0027827,16,0
T000208404,3751,81,2025-11-21,132.23,credit,pos,CA,P0053980,13,0
T000214471,3751,84,2025-11-24,218.53,debit,cheque,CA,P0045116,12,0
T000215348,3751,84,2025-11-24,119.02,debit,pos,CA,P0025280,16,0
T000217677,3751,85,2025-11-25,196.04,debit,emt,CA,P0048490,13,0
T000225530,3751,88,2025-11-28,149.87,debit,pos,CA,P0015601,8,0
T000255279,3751,99,2025-12-09,24.68,debit,pos,CA,P0044793,16,0
T000264464,3751,102,2025-12-12,90.61,credit,pos,CA,P0035440,17,0
T000271292,3751,105,2025-12-15,400.49,credit,pos,CA,P0031346,19,0
T000271606,3751,105,2025-12-15,55.24,debit,cash,CA,P0045994,20,0
T000274008,3751,106,2025-12-16,32.53,debit,preauth,CA,P0039102,17,0
T000276860,3751,107,2025-12-17,52373.18,credit,wire,CA,P0026630,16,0
T000281898,3751,109,2025-12-19,46953.15,debit,wire,CA,P0023477,10,0
T000290495,3751,112,2025-12-22,2589.33,debit,pos,CA,P0059885,20,0
T000290511,3751,112,2025-12-22,899.12,debit,preauth,CA,P0056909,20,0
T000296831,3751,115,2025-12-25,321.34,debit,pos,CA,P0013315,7,0
T000299802,3751,116,2025-12-26,147.7,debit,cheque,CA,P0050927,7,0
T000302574,3751,116,2025-12-26,153.51,debit,pos,CA,P0044328,19,0
T000307710,3751,119,2025-12-29,722.71,debit,cheque,CA,P0058721,14,0
T000320124,3751,123,2026-01-02,891.09,debit,emt,CA,P0018574,15,0
T000321220,3751,123,2026-01-02,635.25,debit,emt,CA,P0025428,20,0
T000329228,3751,127,2026-01-06,470.3,debit,pos,CA,P0032338,13,0
