alert_id,rule_id,customer_key,date_key,calendar_date,trigger_amount,trigger_txn_count,detail,score,score_percentile,tier,priority,split,is_true_positive,reason_1,reason_2,reason_3,top_mitigant
R005-3924-128,R005,3924,128,2026-01-07,75405.95,,rolling 30d credit volume 56.6x the prior 90d baseline,0.3193900674682153,0.8968,T2_five_day,review,valid,0,cash-intensive business type,30-day value with high-risk jurisdictions,7-day high-risk jurisdiction count,kyc risk rating low
R005-3924-129,R005,3924,129,2026-01-08,78076.13,,rolling 30d credit volume 57.0x the prior 90d baseline,0.3596289237054347,0.9029,T1_same_day,review,valid,0,cash-intensive business type,30-day value with high-risk jurisdictions,7-day high-risk jurisdiction count,kyc risk rating low
R005-3924-131,R005,3924,131,2026-01-10,78708.38,,rolling 30d credit volume 55.9x the prior 90d baseline,0.3611600666664786,0.9031,T1_same_day,review,valid,0,cash-intensive business type,30-day value with high-risk jurisdictions,7-day high-risk jurisdiction count,kyc risk rating low
R005-3924-132,R005,3924,132,2026-01-11,86090.46,,rolling 30d credit volume 61.1x the prior 90d baseline,0.2656287402671947,0.8875,T2_five_day,review,valid,0,cash-intensive business type,30-day value with high-risk jurisdictions,7-day high-risk jurisdiction count,kyc risk rating low
R005-3924-133,R005,3924,133,2026-01-12,88630.55,,rolling 30d credit volume 61.1x the prior 90d baseline,0.1479189387370752,0.8573,T2_five_day,review,valid,0,cash-intensive business type,30-day value with high-risk jurisdictions,7-day high-risk jurisdiction count,kyc risk rating low
R005-3924-134,R005,3924,134,2026-01-13,88630.55,,rolling 30d credit volume 61.1x the prior 90d baseline,0.2294807052242431,0.8801,T2_five_day,review,valid,0,cash-intensive business type,30-day value with high-risk jurisdictions,7-day high-risk jurisdiction count,kyc risk rating low
R005-3924-135,R005,3924,135,2026-01-14,88630.55,,rolling 30d credit volume 61.1x the prior 90d baseline,0.2448254663310103,0.8835,T2_five_day,review,valid,0,cash-intensive business type,30-day value with high-risk jurisdictions,7-day high-risk jurisdiction count,kyc risk rating low
R005-3924-139,R005,3924,139,2026-01-18,81223.5,,rolling 30d credit volume 11.1x the prior 90d baseline,0.247003407564828,0.8842,T2_five_day,review,valid,0,cash-intensive business type,30-day value with high-risk jurisdictions,7-day high-risk jurisdiction count,kyc risk rating low
R005-3924-142,R005,3924,142,2026-01-21,75540.99,,rolling 30d credit volume 6.5x the prior 90d baseline,0.2326221869246058,0.8809,T2_five_day,review,valid,0,cash-intensive business type,7-day high-risk jurisdiction count,occupation or business type student,kyc risk rating low
R005-3924-143,R005,3924,143,2026-01-22,74096.49,,rolling 30d credit volume 6.0x the prior 90d baseline,0.1781927042260634,0.8666,T2_five_day,review,valid,0,cash-intensive business type,7-day high-risk jurisdiction count,occupation or business type student,kyc risk rating low
R005-3924-148,R005,3924,148,2026-01-27,61194.07,,rolling 30d credit volume 3.1x the prior 90d baseline,0.1262436153829448,0.8489,T2_five_day,review,valid,0,cash-intensive business type,7-day high-risk jurisdiction count,occupation or business type student,kyc risk rating low
R005-3940-134,R005,3940,134,2026-01-13,31446.49,,rolling 30d credit volume 6.2x the prior 90d baseline,1.93941622630689e-07,0.0186,T3_thirty_day,deferred,valid,0,30-day largest transaction,7-day high-risk jurisdiction count,home province ON,cash-intensive business type
R005-3940-135,R005,3940,135,2026-01-14,31671.41,,rolling 30d credit volume 6.1x the prior 90d baseline,3.1404244937264173e-07,0.0232,T3_thirty_day,deferred,valid,0,30-day largest transaction,7-day high-risk jurisdiction count,home province ON,cash-intensive business type
R005-3940-136,R005,3940,136,2026-01-15,32001.14,,rolling 30d credit volume 6.2x the prior 90d baseline,3.786140727078075e-07,0.0253,T3_thirty_day,deferred,valid,0,30-day largest transaction,7-day high-risk jurisdiction count,home province ON,cash-intensive business type
R005-3940-137,R005,3940,137,2026-01-16,31748.41,,rolling 30d credit volume 5.4x the prior 90d baseline,2.872922771165375e-07,0.0221,T3_thirty_day,deferred,valid,0,30-day largest transaction,7-day high-risk jurisdiction count,home province ON,cash-intensive business type
R005-3940-138,R005,3940,138,2026-01-17,35490.97,,rolling 30d credit volume 6.2x the prior 90d baseline,1.1583418680770113e-07,0.0138,T3_thirty_day,deferred,valid,0,30-day largest transaction,7-day high-risk jurisdiction count,home province ON,cash-intensive business type
R005-3940-139,R005,3940,139,2026-01-18,44661.17,,rolling 30d credit volume 7.8x the prior 90d baseline,8.84805158769701e-08,0.0117,T3_thirty_day,deferred,valid,0,30-day largest transaction,7-day high-risk jurisdiction count,home province ON,cash-intensive business type
R005-3940-140,R005,3940,140,2026-01-19,46992.06,,rolling 30d credit volume 8.2x the prior 90d baseline,3.5013826956823845e-08,0.0075,T3_thirty_day,deferred,valid,0,30-day largest transaction,7-day high-risk jurisdiction count,home province ON,cash-intensive business type
R005-3940-141,R005,3940,141,2026-01-20,48913.86,,rolling 30d credit volume 8.4x the prior 90d baseline,2.6318920058524008e-08,0.0067,T3_thirty_day,deferred,valid,0,30-day largest transaction,7-day high-risk jurisdiction count,home province ON,cash-intensive business type
R005-3940-142,R005,3940,142,2026-01-21,52678.62,,rolling 30d credit volume 9.0x the prior 90d baseline,3.3820844834862313e-08,0.0073,T3_thirty_day,deferred,valid,0,30-day largest transaction,7-day high-risk jurisdiction count,home province ON,cash-intensive business type
R005-3940-143,R005,3940,143,2026-01-22,57886.79,,rolling 30d credit volume 9.9x the prior 90d baseline,2.1035409680160545e-08,0.0059,T3_thirty_day,deferred,valid,0,30-day largest transaction,7-day high-risk jurisdiction count,home province ON,cash-intensive business type
R005-3940-144,R005,3940,144,2026-01-23,57697.61,,rolling 30d credit volume 9.9x the prior 90d baseline,1.7333335533446065e-08,0.0053,T3_thirty_day,deferred,valid,0,30-day largest transaction,7-day high-risk jurisdiction count,home province ON,cash-intensive business type
R005-3940-145,R005,3940,145,2026-01-24,58101.71,,rolling 30d credit volume 9.7x the prior 90d baseline,3.744296892746893e-08,0.0077,T3_thirty_day,deferred,valid,0,30-day largest transaction,7-day high-risk jurisdiction count,home province ON,cash-intensive business type
R005-3940-146,R005,3940,146,2026-01-25,61522.16,,rolling 30d credit volume 10.5x the prior 90d baseline,1.3832201332785149e-08,0.0048,T3_thirty_day,deferred,valid,0,30-day largest transaction,7-day high-risk jurisdiction count,home province ON,cash-intensive business type
R005-3940-147,R005,3940,147,2026-01-26,64256.8,,rolling 30d credit volume 10.7x the prior 90d baseline,5.0878997328567365e-09,0.0027,T3_thirty_day,deferred,valid,0,30-day largest transaction,7-day high-risk jurisdiction count,home province ON,cash-intensive business type
R005-3940-148,R005,3940,148,2026-01-27,74067.51,,rolling 30d credit volume 12.4x the prior 90d baseline,4.277662711433822e-09,0.0024,T3_thirty_day,deferred,valid,0,30-day largest transaction,7-day high-risk jurisdiction count,home province ON,cash-intensive business type
R005-3940-149,R005,3940,149,2026-01-28,75075.76,,rolling 30d credit volume 12.3x the prior 90d baseline,4.784896063746267e-09,0.0026,T3_thirty_day,deferred,valid,0,30-day largest transaction,7-day high-risk jurisdiction count,home province ON,cash-intensive business type
R005-3940-150,R005,3940,150,2026-01-29,75570.58,,rolling 30d credit volume 12.3x the prior 90d baseline,8.04186279994383e-09,0.0036,T3_thirty_day,deferred,valid,0,30-day largest transaction,7-day high-risk jurisdiction count,30-day wire count,cash-intensive business type
R005-3940-151,R005,3940,151,2026-01-30,76393.56,,rolling 30d credit volume 12.7x the prior 90d baseline,9.548765483198123e-09,0.0039,T3_thirty_day,deferred,holdout,0,7-day high-risk jurisdiction count,30-day largest transaction,30-day wire count,cash-intensive business type
R005-3940-152,R005,3940,152,2026-01-31,78591.24,,rolling 30d credit volume 13.0x the prior 90d baseline,8.622334527989653e-09,0.0038,T3_thirty_day,deferred,holdout,0,7-day high-risk jurisdiction count,30-day wire count,30-day largest transaction,cash-intensive business type
R005-3940-154,R005,3940,154,2026-02-02,82442.05,,rolling 30d credit volume 12.9x the prior 90d baseline,2.2385691552720808e-08,0.0061,T3_thirty_day,deferred,holdout,0,30-day wire count,7-day high-risk jurisdiction count,30-day largest transaction,cash-intensive business type
R005-3940-156,R005,3940,156,2026-02-04,73553.01,,rolling 30d credit volume 6.4x the prior 90d baseline,3.490512307428362e-08,0.0074,T3_thirty_day,deferred,holdout,0,30-day largest transaction,7-day high-risk jurisdiction count,home province ON,cash-intensive business type
R005-3940-157,R005,3940,157,2026-02-05,73431.93000000001,,rolling 30d credit volume 6.5x the prior 90d baseline,3.442750435350132e-08,0.0073,T3_thirty_day,deferred,holdout,0,30-day largest transaction,7-day high-risk jurisdiction count,home province ON,cash-intensive business type
R005-3940-159,R005,3940,159,2026-02-07,66799.59,,rolling 30d credit volume 4.4x the prior 90d baseline,3.7842185269034855e-08,0.0078,T3_thirty_day,deferred,holdout,0,30-day largest transaction,7-day high-risk jurisdiction count,home province ON,cash-intensive business type
R005-3940-161,R005,3940,161,2026-02-09,66287.54000000001,,rolling 30d credit volume 4.4x the prior 90d baseline,7.374336299535571e-08,0.0105,T3_thirty_day,deferred,holdout,0,30-day largest transaction,7-day high-risk jurisdiction count,home province ON,cash-intensive business type
R005-3942-107,R005,3942,107,2025-12-17,50238.86,,rolling 30d credit volume 14.8x the prior 90d baseline,0.0090419114962746,0.6478,T2_five_day,review,train,0,7-day value with high-risk jurisdictions,7-day round-value transaction count,cash-intensive business type,7-day high-risk jurisdiction count
R005-3942-108,R005,3942,108,2025-12-18,60238.86,,rolling 30d credit volume 18.4x the prior 90d baseline,0.0128134540026821,0.6805,T2_five_day,review,train,0,7-day value with high-risk jurisdictions,7-day round-value transaction count,30-day value with high-risk jurisdictions,7-day high-risk jurisdiction count
R005-3942-110,R005,3942,110,2025-12-20,75083.9,,rolling 30d credit volume 22.6x the prior 90d baseline,0.0046666231974762,0.5836,T3_thirty_day,review,train,0,7-day value with high-risk jurisdictions,7-day round-value transaction count,30-day value with high-risk jurisdictions,7-day high-risk jurisdiction count
R005-3942-111,R005,3942,111,2025-12-21,115083.9,,rolling 30d credit volume 34.7x the prior 90d baseline,0.0221816040467746,0.7291,T2_five_day,review,train,0,7-day value with high-risk jurisdictions,30-day value with high-risk jurisdictions,7-day round-value transaction count,7-day high-risk jurisdiction count
R005-3942-112,R005,3942,112,2025-12-22,115083.9,,rolling 30d credit volume 34.7x the prior 90d baseline,0.0164380089872997,0.7038,T2_five_day,review,train,0,7-day value with high-risk jurisdictions,30-day value with high-risk jurisdictions,7-day round-value transaction count,7-day high-risk jurisdiction count
R005-3942-113,R005,3942,113,2025-12-23,115083.9,,rolling 30d credit volume 34.7x the prior 90d baseline,0.0742293950008782,0.8153,T2_five_day,review,train,0,7-day value with high-risk jurisdictions,30-day value with high-risk jurisdictions,7-day round-value transaction count,7-day high-risk jurisdiction count
R005-3942-114,R005,3942,114,2025-12-24,115083.9,,rolling 30d credit volume 35.9x the prior 90d baseline,0.3249008219635257,0.8978,T2_five_day,review,train,0,30-day value with high-risk jurisdictions,7-day value with high-risk jurisdictions,7-day round-value transaction count,7-day high-risk jurisdiction count
R005-3942-115,R005,3942,115,2025-12-25,115083.9,,rolling 30d credit volume 35.9x the prior 90d baseline,0.1107642703492826,0.8411,T2_five_day,review,train,0,30-day value with high-risk jurisdictions,7-day value with high-risk jurisdictions,7-day round-value transaction count,7-day high-risk jurisdiction count
R005-3942-118,R005,3942,118,2025-12-28,115083.9,,rolling 30d credit volume 37.2x the prior 90d baseline,0.0847880077987249,0.8239,T2_five_day,review,train,0,30-day value with high-risk jurisdictions,share of transactions at round values,cash-intensive business type,30-day high-risk jurisdiction count
R005-3942-119,R005,3942,119,2025-12-29,135437.25,,rolling 30d credit volume 43.8x the prior 90d baseline,0.126779648649848,0.849,T2_five_day,review,train,0,30-day value with high-risk jurisdictions,share of transactions at round values,cash-intensive business type,30-day high-risk jurisdiction count
R005-3942-120,R005,3942,120,2025-12-30,145437.25,,rolling 30d credit volume 47.0x the prior 90d baseline,0.0267953778861043,0.7437,T2_five_day,review,train,0,30-day value with high-risk jurisdictions,share of transactions at round values,7-day round-value transaction count,30-day high-risk jurisdiction count
R005-3942-121,R005,3942,121,2025-12-31,165437.25,,rolling 30d credit volume 53.5x the prior 90d baseline,0.0084812655795732,0.6419,T2_five_day,review,valid,0,30-day value with high-risk jurisdictions,share of transactions at round values,7-day round-value transaction count,30-day high-risk jurisdiction count
R005-3942-122,R005,3942,122,2026-01-01,185437.25,,rolling 30d credit volume 60.0x the prior 90d baseline,0.0415560390978881,0.776,T2_five_day,review,valid,0,30-day value with high-risk jurisdictions,share of transactions at round values,7-day value with high-risk jurisdictions,30-day high-risk jurisdiction count
R005-3942-123,R005,3942,123,2026-01-02,190437.25,,rolling 30d credit volume 61.6x the prior 90d baseline,0.0058094540294834,0.6057,T2_five_day,review,valid,0,30-day value with high-risk jurisdictions,7-day round-value transaction count,7-day value with high-risk jurisdictions,30-day high-risk jurisdiction count
R005-3942-124,R005,3942,124,2026-01-03,190437.25,,rolling 30d credit volume 63.7x the prior 90d baseline,0.0017664662990265,0.4861,T3_thirty_day,review,valid,0,30-day value with high-risk jurisdictions,7-day round-value transaction count,7-day value with high-risk jurisdictions,30-day high-risk jurisdiction count
R005-3942-125,R005,3942,125,2026-01-04,215714.44,,rolling 30d credit volume 72.2x the prior 90d baseline,0.0004898761359653,0.3584,T3_thirty_day,review,valid,0,30-day value with high-risk jurisdictions,7-day value with high-risk jurisdictions,7-day round-value transaction count,7-day high-risk jurisdiction count
R005-3942-127,R005,3942,127,2026-01-06,216508.97,,rolling 30d credit volume 81.0x the prior 90d baseline,0.0003605916377665,0.3315,T3_thirty_day,review,valid,0,30-day value with high-risk jurisdictions,7-day value with high-risk jurisdictions,7-day round-value transaction count,30-day high-risk jurisdiction count
R005-3942-128,R005,3942,128,2026-01-07,216508.97,,rolling 30d credit volume 78.2x the prior 90d baseline,0.0009153063894653,0.419,T3_thirty_day,review,valid,0,30-day value with high-risk jurisdictions,7-day round-value transaction count,7-day value with high-risk jurisdictions,30-day high-risk jurisdiction count
R005-3942-129,R005,3942,129,2026-01-08,236508.97,,rolling 30d credit volume 85.5x the prior 90d baseline,0.0005206904475474,0.3637,T3_thirty_day,review,valid,0,30-day value with high-risk jurisdictions,7-day round-value transaction count,7-day value with high-risk jurisdictions,30-day high-risk jurisdiction count
R005-3942-130,R005,3942,130,2026-01-09,256508.97,,rolling 30d credit volume 92.7x the prior 90d baseline,0.000761072297401,0.3994,T3_thirty_day,review,valid,0,30-day value with high-risk jurisdictions,7-day value with high-risk jurisdictions,7-day round-value transaction count,30-day high-risk jurisdiction count
R005-3942-131,R005,3942,131,2026-01-10,257015.94,,rolling 30d credit volume 89.6x the prior 90d baseline,0.000485212016798,0.3577,T3_thirty_day,review,valid,0,30-day value with high-risk jurisdictions,7-day value with high-risk jurisdictions,7-day round-value transaction count,30-day high-risk jurisdiction count
R005-3942-132,R005,3942,132,2026-01-11,272015.94,,rolling 30d credit volume 94.8x the prior 90d baseline,0.0003901219828101,0.3384,T3_thirty_day,review,valid,0,30-day value with high-risk jurisdictions,7-day value with high-risk jurisdictions,7-day round-value transaction count,30-day high-risk jurisdiction count
R005-3942-133,R005,3942,133,2026-01-12,272015.94,,rolling 30d credit volume 94.8x the prior 90d baseline,9.026460396983972e-05,0.2184,T3_thirty_day,review,valid,0,30-day value with high-risk jurisdictions,7-day value with high-risk jurisdictions,7-day round-value transaction count,30-day high-risk jurisdiction count
R005-3943-159,R005,3943,159,2026-02-07,209325.84,,rolling 30d credit volume 139.4x the prior 90d baseline,0.0015878333671892,0.4746,T3_thirty_day,review,holdout,0,7-day wire value,cash-intensive business type,7-day largest transaction,7-day total value
R005-3943-163,R005,3943,163,2026-02-11,209366.57,,rolling 30d credit volume 142.6x the prior 90d baseline,0.0034679424957636,0.553,T3_thirty_day,review,holdout,0,7-day wire value,cash-intensive business type,7-day largest transaction,7-day total value
R005-3943-164,R005,3943,164,2026-02-12,209366.57,,rolling 30d credit volume 145.0x the prior 90d baseline,0.004668364756338,0.5837,T3_thirty_day,review,holdout,0,7-day wire value,cash-intensive business type,7-day largest transaction,7-day total value
R005-3943-165,R005,3943,165,2026-02-13,209587.1,,rolling 30d credit volume 142.0x the prior 90d baseline,0.0046073075948533,0.5822,T3_thirty_day,review,holdout,0,7-day wire value,cash-intensive business type,7-day largest transaction,7-day total value
R005-3943-169,R005,3943,169,2026-02-17,209428.00999999998,,rolling 30d credit volume 129.1x the prior 90d baseline,0.0207707782872083,0.7241,T2_five_day,review,holdout,0,cash-intensive business type,7-day high-risk jurisdiction count,30-day high-risk jurisdiction count,share of 30-day credits arriving as cash
R005-3943-171,R005,3943,171,2026-02-19,209419.88999999998,,rolling 30d credit volume 145.3x the prior 90d baseline,0.0197610490628502,0.7197,T2_five_day,review,holdout,0,cash-intensive business type,7-day high-risk jurisdiction count,30-day high-risk jurisdiction count,share of 30-day credits arriving as cash
R005-3943-172,R005,3943,172,2026-02-20,209643.91999999998,,rolling 30d credit volume 142.2x the prior 90d baseline,0.0196312720622488,0.7192,T2_five_day,review,holdout,0,cash-intensive business type,7-day high-risk jurisdiction count,30-day high-risk jurisdiction count,share of 30-day credits arriving as cash
R005-3943-173,R005,3943,173,2026-02-21,209605.55,,rolling 30d credit volume 139.6x the prior 90d baseline,0.013416046520939,0.6851,T2_five_day,review,holdout,0,cash-intensive business type,7-day high-risk jurisdiction count,30-day high-risk jurisdiction count,share of 30-day credits arriving as cash
R005-3943-177,R005,3943,177,2026-02-25,209640.78,,rolling 30d credit volume 139.3x the prior 90d baseline,0.0115725621293107,0.6703,T2_five_day,review,holdout,0,cash-intensive business type,7-day high-risk jurisdiction count,30-day high-risk jurisdiction count,share of 30-day credits arriving as cash
R005-3943-179,R005,3943,179,2026-02-27,209555.19999999998,,rolling 30d credit volume 133.8x the prior 90d baseline,0.0127257855300253,0.68,T2_five_day,review,holdout,0,cash-intensive business type,7-day high-risk jurisdiction count,30-day high-risk jurisdiction count,share of 30-day credits arriving as cash
R005-3944-133,R005,3944,133,2026-01-12,27217.940000000002,,rolling 30d credit volume 4.4x the prior 90d baseline,1.505090389688529e-05,0.1139,T3_thirty_day,deferred,valid,0,cash-intensive business type,7-day high-risk jurisdiction count,30-day high-risk jurisdiction count,share of 30-day credits arriving as cash
R005-3944-134,R005,3944,134,2026-01-13,27752.090000000004,,rolling 30d credit volume 4.4x the prior 90d baseline,2.023270352918485e-05,0.1277,T3_thirty_day,deferred,valid,0,cash-intensive business type,7-day high-risk jurisdiction count,30-day high-risk jurisdiction count,share of 30-day credits arriving as cash
R005-3944-135,R005,3944,135,2026-01-14,27250.13,,rolling 30d credit volume 4.2x the prior 90d baseline,2.000514757642356e-05,0.1269,T3_thirty_day,deferred,valid,0,cash-intensive business type,7-day high-risk jurisdiction count,30-day high-risk jurisdiction count,share of 30-day credits arriving as cash
R005-3944-136,R005,3944,136,2026-01-15,27287.06,,rolling 30d credit volume 4.1x the prior 90d baseline,2.75249820620459e-05,0.1448,T3_thirty_day,deferred,valid,0,cash-intensive business type,7-day high-risk jurisdiction count,30-day high-risk jurisdiction count,share of 30-day credits arriving as cash
R005-3944-137,R005,3944,137,2026-01-16,27199.980000000003,,rolling 30d credit volume 4.2x the prior 90d baseline,4.517053813298011e-05,0.1728,T3_thirty_day,review,valid,0,cash-intensive business type,7-day high-risk jurisdiction count,30-day high-risk jurisdiction count,share of 30-day credits arriving as cash
R005-3944-139,R005,3944,139,2026-01-18,26774.460000000003,,rolling 30d credit volume 3.9x the prior 90d baseline,0.0001025449279214,0.2278,T3_thirty_day,review,valid,0,cash-intensive business type,7-day high-risk jurisdiction count,30-day high-risk jurisdiction count,share of 30-day credits arriving as cash
R005-3944-140,R005,3944,140,2026-01-19,25883.24,,rolling 30d credit volume 3.6x the prior 90d baseline,6.929511597373415e-05,0.1992,T3_thirty_day,review,valid,0,cash-intensive business type,7-day high-risk jurisdiction count,30-day high-risk jurisdiction count,share of 30-day credits arriving as cash
R005-3944-143,R005,3944,143,2026-01-22,25468.83,,rolling 30d credit volume 3.4x the prior 90d baseline,5.154688726733733e-05,0.1804,T3_thirty_day,review,valid,0,cash-intensive business type,7-day high-risk jurisdiction count,30-day high-risk jurisdiction count,share of 30-day credits arriving as cash
R005-3944-144,R005,3944,144,2026-01-23,25670.170000000002,,rolling 30d credit volume 3.4x the prior 90d baseline,4.3940136428145287e-05,0.1711,T3_thirty_day,review,valid,0,cash-intensive business type,7-day high-risk jurisdiction count,30-day high-risk jurisdiction count,share of 30-day credits arriving as cash
R005-3944-145,R005,3944,145,2026-01-24,25670.170000000002,,rolling 30d credit volume 3.4x the prior 90d baseline,2.5876902876672387e-05,0.1414,T3_thirty_day,deferred,valid,0,cash-intensive business type,7-day high-risk jurisdiction count,30-day high-risk jurisdiction count,share of 30-day credits arriving as cash
R005-3944-146,R005,3944,146,2026-01-25,25640.800000000003,,rolling 30d credit volume 3.4x the prior 90d baseline,1.740303802154207e-05,0.1202,T3_thirty_day,deferred,valid,0,cash-intensive business type,7-day high-risk jurisdiction count,30-day high-risk jurisdiction count,share of 30-day credits arriving as cash
R005-3944-148,R005,3944,148,2026-01-27,25901.390000000003,,rolling 30d credit volume 3.4x the prior 90d baseline,1.14312014392107e-05,0.1029,T3_thirty_day,deferred,valid,0,cash-intensive business type,7-day high-risk jurisdiction count,30-day high-risk jurisdiction count,share of 30-day credits arriving as cash
R005-3944-149,R005,3944,149,2026-01-28,26564.750000000004,,rolling 30d credit volume 3.6x the prior 90d baseline,6.837763559695057e-06,0.0847,T3_thirty_day,deferred,valid,0,cash-intensive business type,7-day high-risk jurisdiction count,30-day high-risk jurisdiction count,share of 30-day credits arriving as cash
R005-3944-150,R005,3944,150,2026-01-29,26811.420000000002,,rolling 30d credit volume 3.7x the prior 90d baseline,5.600389460596909e-06,0.078,T3_thirty_day,deferred,valid,0,cash-intensive business type,7-day high-risk jurisdiction count,30-day high-risk jurisdiction count,share of 30-day credits arriving as cash
R005-3944-151,R005,3944,151,2026-01-30,26951.79,,rolling 30d credit volume 3.7x the prior 90d baseline,6.490961196881354e-06,0.083,T3_thirty_day,deferred,holdout,0,cash-intensive business type,7-day high-risk jurisdiction count,30-day high-risk jurisdiction count,share of 30-day credits arriving as cash
R005-3944-152,R005,3944,152,2026-01-31,27164.65,,rolling 30d credit volume 3.7x the prior 90d baseline,7.356164916747337e-06,0.0872,T3_thirty_day,deferred,holdout,0,cash-intensive business type,7-day high-risk jurisdiction count,30-day high-risk jurisdiction count,share of 30-day credits arriving as cash
R005-3944-153,R005,3944,153,2026-02-01,25990.010000000002,,rolling 30d credit volume 3.3x the prior 90d baseline,1.1061672798980529e-05,0.1016,T3_thirty_day,deferred,holdout,0,cash-intensive business type,7-day high-risk jurisdiction count,30-day high-risk jurisdiction count,share of 30-day credits arriving as cash
R005-3944-154,R005,3944,154,2026-02-02,26988.010000000002,,rolling 30d credit volume 3.4x the prior 90d baseline,5.789921855962759e-06,0.0791,T3_thirty_day,deferred,holdout,0,cash-intensive business type,7-day high-risk jurisdiction count,30-day high-risk jurisdiction count,share of 30-day credits arriving as cash
R005-3944-158,R005,3944,158,2026-02-06,25408.280000000002,,rolling 30d credit volume 3.3x the prior 90d baseline,1.815590303895223e-05,0.1221,T3_thirty_day,deferred,holdout,0,cash-intensive business type,7-day high-risk jurisdiction count,30-day high-risk jurisdiction count,share of 30-day credits arriving as cash
R005-3944-162,R005,3944,162,2026-02-10,26206.870000000003,,rolling 30d credit volume 3.3x the prior 90d baseline,6.402063952099099e-05,0.1948,T3_thirty_day,review,holdout,0,cash-intensive business type,7-day high-risk jurisdiction count,30-day high-risk jurisdiction count,share of 30-day credits arriving as cash
R005-3945-126,R005,3945,126,2026-01-05,123293.77,,rolling 30d credit volume 3.2x the prior 90d baseline,0.0148433316528895,0.6951,T2_five_day,review,valid,0,cash-intensive business type,share of 30-day credits arriving as cash,90-day near-threshold cash deposit count,count of near-threshold cash deposits in 30 days
R005-3945-129,R005,3945,129,2026-01-08,123564.27,,rolling 30d credit volume 3.3x the prior 90d baseline,0.0151435702349271,0.6972,T2_five_day,review,valid,0,cash-intensive business type,share of 30-day credits arriving as cash,90-day near-threshold cash deposit count,count of near-threshold cash deposits in 30 days
R005-3945-132,R005,3945,132,2026-01-11,125634.16,,rolling 30d credit volume 3.4x the prior 90d baseline,0.0166027105730008,0.7049,T2_five_day,review,valid,0,cash-intensive business type,share of 30-day credits arriving as cash,90-day near-threshold cash deposit count,count of near-threshold cash deposits in 30 days
R005-3945-134,R005,3945,134,2026-01-13,152641.16,,rolling 30d credit volume 4.1x the prior 90d baseline,0.0373603492281101,0.7688,T2_five_day,review,valid,0,share of 30-day credits arriving as cash,cash-intensive business type,90-day near-threshold cash deposit count,count of near-threshold cash deposits in 30 days
R005-3945-135,R005,3945,135,2026-01-14,152641.16,,rolling 30d credit volume 4.1x the prior 90d baseline,0.0165452878256742,0.7045,T2_five_day,review,valid,0,share of 30-day credits arriving as cash,cash-intensive business type,90-day near-threshold cash deposit count,count of near-threshold cash deposits in 30 days
R005-3945-138,R005,3945,138,2026-01-17,155603.91,,rolling 30d credit volume 4.8x the prior 90d baseline,0.028198158268417,0.748,T2_five_day,review,valid,0,cash-intensive business type,share of 30-day credits arriving as cash,90-day near-threshold cash deposit count,count of near-threshold cash deposits in 30 days
R005-3945-139,R005,3945,139,2026-01-18,182341.85,,rolling 30d credit volume 5.6x the prior 90d baseline,0.1403597007157211,0.8544,T2_five_day,review,valid,0,90-day near-threshold cash deposit count,share of 30-day credits arriving as cash,cash-intensive business type,count of near-threshold cash deposits in 30 days
R005-3945-143,R005,3945,143,2026-01-22,171519.59,,rolling 30d credit volume 4.2x the prior 90d baseline,0.0863959483728972,0.8251,T2_five_day,review,valid,0,90-day near-threshold cash deposit count,share of 30-day credits arriving as cash,cash-intensive business type,count of near-threshold cash deposits in 30 days
R005-3945-144,R005,3945,144,2026-01-23,172138.54,,rolling 30d credit volume 4.4x the prior 90d baseline,0.0624862255597973,0.8035,T2_five_day,review,valid,0,90-day near-threshold cash deposit count,share of 30-day credits arriving as cash,cash-intensive business type,count of near-threshold cash deposits in 30 days
R005-3945-147,R005,3945,147,2026-01-26,155517.95,,rolling 30d credit volume 3.2x the prior 90d baseline,0.1064477796268291,0.8386,T2_five_day,review,valid,0,90-day near-threshold cash deposit count,share of 30-day credits arriving as cash,cash-intensive business type,count of near-threshold cash deposits in 30 days
R005-3945-148,R005,3945,148,2026-01-27,155517.95,,rolling 30d credit volume 3.3x the prior 90d baseline,0.1406417086963045,0.8545,T2_five_day,review,valid,0,90-day near-threshold cash deposit count,share of 30-day credits arriving as cash,cash-intensive business type,count of near-threshold cash deposits in 30 days
R005-3954-111,R005,3954,111,2025-12-21,100589.69,,rolling 30d credit volume 3.0x the prior 90d baseline,0.0127142863429177,0.6799,T2_five_day,review,train,0,cash-intensive business type,7-day high-risk jurisdiction count,home province ON,share of 30-day credits arriving as cash
R005-3954-112,R005,3954,112,2025-12-22,114547.0,,rolling 30d credit volume 3.4x the prior 90d baseline,0.0556773908561315,0.7958,T2_five_day,review,train,0,cash-intensive business type,7-day high-risk jurisdiction count,home province ON,share of 30-day credits arriving as cash
R005-3954-113,R005,3954,113,2025-12-23,119293.32,,rolling 30d credit volume 3.6x the prior 90d baseline,0.0865346483459038,0.8252,T2_five_day,review,train,0,cash-intensive business type,7-day high-risk jurisdiction count,home province ON,share of 30-day credits arriving as cash
R005-3954-114,R005,3954,114,2025-12-24,125551.75,,rolling 30d credit volume 3.8x the prior 90d baseline,0.0954765761925679,0.832,T2_five_day,review,train,0,cash-intensive business type,7-day high-risk jurisdiction count,home province ON,share of 30-day credits arriving as cash
