customer_key,customer_id,customer_segment,occupation_or_business_type,is_cash_intensive_business,tenure_months,tenure_band,kyc_risk_rating,is_pep,declared_annual_income_cad,home_province,onboarding_channel
3038,C003038,personal,public_sector,0,44,36-83m,low,0,58500.0,QC,online
3039,C003039,personal,public_sector,0,38,36-83m,low,0,117800.0,QC,mobile
3040,C003040,personal,student,0,134,84m+,low,0,51300.0,ON,branch
3041,C003041,personal,salaried_employee,0,20,12-35m,low,0,17000.0,MB,online
3042,C003042,personal,student,0,42,36-83m,medium,0,53700.0,AB,online
3043,C003043,personal,self_employed,0,12,12-35m,low,0,109600.0,ON,branch
3044,C003044,personal,salaried_employee,0,40,36-83m,medium,0,45600.0,ON,mobile
3045,C003045,personal,student,0,31,12-35m,low,0,64600.0,QC,broker
3046,C003046,business,import_export,0,71,36-83m,low,0,127100.0,BC,mobile
3047,C003047,personal,retired,0,87,84m+,low,0,56100.0,QC,online
3048,C003048,personal,retired,0,98,84m+,low,0,37400.0,AB,online
3049,C003049,personal,salaried_employee,0,86,84m+,low,0,101100.0,QC,branch
3050,C003050,personal,tradesperson,0,76,36-83m,low,1,73000.0,ON,online
3051,C003051,personal,self_employed,0,58,36-83m,medium,0,41600.0,BC,branch
3052,C003052,personal,salaried_employee,0,22,12-35m,low,0,93100.0,BC,branch
3053,C003053,personal,salaried_employee,0,23,12-35m,low,0,88400.0,ON,broker
3054,C003054,business,import_export,0,43,36-83m,low,0,1207800.0,QC,online
3055,C003055,personal,retired,0,49,36-83m,low,0,43900.0,QC,online
3056,C003056,personal,student,0,32,12-35m,low,0,120900.0,QC,online
3057,C003057,business,salon,1,49,36-83m,low,0,445000.0,ON,online
3058,C003058,personal,student,0,33,12-35m,medium,0,75300.0,ON,online
3059,C003059,personal,public_sector,0,125,84m+,low,0,39800.0,QC,online
3060,C003060,personal,public_sector,0,34,12-35m,low,0,16000.0,QC,broker
3061,C003061,business,restaurant,1,95,84m+,low,0,969000.0,AB,broker
3062,C003062,personal,public_sector,0,53,36-83m,medium,0,72400.0,QC,online
3063,C003063,personal,self_employed,0,46,36-83m,low,0,68800.0,BC,online
3064,C003064,personal,salaried_employee,0,121,84m+,low,0,117800.0,QC,online
3065,C003065,business,money_services,0,66,36-83m,low,0,108200.0,ON,online
3066,C003066,personal,retired,0,45,36-83m,low,0,99700.0,ON,mobile
3067,C003067,personal,public_sector,0,75,36-83m,medium,0,182500.0,BC,branch
3068,C003068,personal,healthcare_worker,0,45,36-83m,low,0,77400.0,SK,online
3069,C003069,personal,student,0,43,36-83m,low,0,117500.0,AB,mobile
3070,C003070,personal,healthcare_worker,0,183,84m+,low,0,66100.0,AB,branch
3071,C003071,personal,salaried_employee,0,26,12-35m,low,0,126500.0,ON,mobile
3072,C003072,personal,self_employed,0,36,36-83m,low,0,12700.0,BC,branch
3073,C003073,personal,healthcare_worker,0,36,36-83m,low,0,83100.0,BC,mobile
3074,C003074,personal,healthcare_worker,0,44,36-83m,low,1,168100.0,ON,branch
3075,C003075,personal,public_sector,0,42,36-83m,medium,0,50400.0,ON,branch
3076,C003076,personal,tradesperson,0,18,12-35m,medium,0,56300.0,BC,online
3077,C003077,personal,student,0,51,36-83m,low,0,122100.0,AB,online
3078,C003078,personal,tradesperson,0,67,36-83m,low,0,22100.0,NS,mobile
3079,C003079,personal,public_sector,0,17,12-35m,low,0,40300.0,QC,branch
3080,C003080,personal,salaried_employee,0,28,12-35m,low,0,71200.0,BC,mobile
3081,C003081,personal,student,0,95,84m+,low,0,49400.0,ON,mobile
3082,C003082,personal,salaried_employee,0,163,84m+,low,0,101900.0,QC,branch
3083,C003083,personal,healthcare_worker,0,46,36-83m,low,0,54800.0,ON,online
3084,C003084,personal,healthcare_worker,0,142,84m+,low,0,88600.0,ON,online
3085,C003085,business,money_services,0,154,84m+,low,0,203900.0,QC,online
3086,C003086,business,money_services,0,206,84m+,low,0,93400.0,ON,online
3087,C003087,personal,healthcare_worker,0,28,12-35m,low,0,82400.0,BC,online
3088,C003088,personal,public_sector,0,63,36-83m,medium,0,38100.0,ON,mobile
3089,C003089,personal,salaried_employee,0,116,84m+,low,0,118100.0,BC,branch
3090,C003090,business,convenience_retail,1,105,84m+,low,0,592500.0,BC,branch
3091,C003091,personal,salaried_employee,0,11,00-11m,low,0,54000.0,BC,online
3092,C003092,personal,retired,0,155,84m+,high,0,56800.0,ON,branch
3093,C003093,personal,tradesperson,0,25,12-35m,medium,1,27900.0,BC,online
3094,C003094,business,salon,1,26,12-35m,low,0,81300.0,ON,online
3095,C003095,personal,student,0,53,36-83m,low,0,116900.0,ON,branch
3096,C003096,personal,public_sector,0,61,36-83m,medium,0,30300.0,ON,mobile
3097,C003097,personal,retired,0,110,84m+,low,0,28500.0,QC,branch
3098,C003098,personal,tradesperson,0,156,84m+,medium,0,47500.0,AB,branch
3099,C003099,business,logistics,0,19,12-35m,low,0,348200.0,ON,online
3100,C003100,business,restaurant,1,33,12-35m,low,0,233100.0,MB,online
3101,C003101,personal,salaried_employee,0,32,12-35m,medium,0,29800.0,ON,online
3102,C003102,personal,tradesperson,0,96,84m+,low,0,71000.0,AB,broker
3103,C003103,personal,retired,0,90,84m+,low,0,69200.0,BC,mobile
3104,C003104,personal,salaried_employee,0,87,84m+,high,0,46300.0,QC,broker
3105,C003105,personal,student,0,48,36-83m,low,0,68900.0,ON,branch
3106,C003106,personal,retired,0,43,36-83m,high,0,78800.0,ON,branch
3107,C003107,business,consulting,0,83,36-83m,low,0,214500.0,ON,branch
3108,C003108,business,construction,0,45,36-83m,low,0,705800.0,ON,branch
3109,C003109,personal,healthcare_worker,0,96,84m+,low,0,78200.0,BC,broker
3110,C003110,personal,retired,0,50,36-83m,low,0,57500.0,AB,mobile
3111,C003111,personal,retired,0,38,36-83m,low,0,32800.0,ON,mobile
3112,C003112,personal,student,0,92,84m+,medium,0,22300.0,ON,branch
3113,C003113,personal,salaried_employee,0,64,36-83m,low,0,37300.0,QC,online
3114,C003114,personal,self_employed,0,46,36-83m,low,0,136600.0,ON,broker
3115,C003115,personal,public_sector,0,43,36-83m,low,0,37500.0,MB,mobile
3116,C003116,business,money_services,0,99,84m+,medium,0,258300.0,QC,branch
3117,C003117,business,import_export,0,105,84m+,low,0,241100.0,ON,mobile
3118,C003118,personal,salaried_employee,0,78,36-83m,low,0,93200.0,ON,online
3119,C003119,business,money_services,0,141,84m+,low,0,399200.0,BC,branch
3120,C003120,business,construction,0,79,36-83m,high,0,203100.0,BC,online
3121,C003121,personal,salaried_employee,0,1,00-11m,low,0,44300.0,ON,branch
3122,C003122,personal,public_sector,0,22,12-35m,low,0,61400.0,QC,branch
3123,C003123,personal,student,0,27,12-35m,high,0,345500.0,ON,online
3124,C003124,business,salon,1,16,12-35m,high,0,95000.0,QC,branch
3125,C003125,personal,salaried_employee,0,29,12-35m,low,0,66500.0,QC,mobile
3126,C003126,business,logistics,0,21,12-35m,medium,0,288400.0,QC,online
3127,C003127,personal,student,0,30,12-35m,low,0,70300.0,ON,online
3128,C003128,personal,self_employed,0,184,84m+,low,0,30600.0,BC,online
3129,C003129,personal,student,0,91,84m+,medium,0,55600.0,ON,mobile
3130,C003130,personal,public_sector,0,22,12-35m,medium,0,163800.0,NS,branch
3131,C003131,personal,salaried_employee,0,135,84m+,low,0,161500.0,ON,broker
3132,C003132,personal,healthcare_worker,0,38,36-83m,medium,0,86000.0,BC,branch
3133,C003133,personal,tradesperson,0,90,84m+,low,0,147700.0,QC,branch
3134,C003134,personal,student,0,67,36-83m,low,0,37700.0,QC,branch
3135,C003135,personal,student,0,49,36-83m,medium,0,37600.0,BC,branch
3136,C003136,personal,tradesperson,0,17,12-35m,low,0,50800.0,QC,broker
3137,C003137,business,consulting,0,159,84m+,medium,0,1052500.0,BC,branch
3138,C003138,personal,salaried_employee,0,46,36-83m,low,0,25400.0,ON,mobile
3139,C003139,personal,healthcare_worker,0,28,12-35m,high,0,107800.0,ON,mobile
3140,C003140,personal,healthcare_worker,0,156,84m+,medium,0,19600.0,QC,mobile
3141,C003141,business,logistics,0,25,12-35m,low,0,752600.0,ON,online
3142,C003142,personal,retired,0,42,36-83m,low,0,69300.0,ON,mobile
3143,C003143,personal,student,0,112,84m+,low,0,33800.0,ON,branch
3144,C003144,personal,public_sector,0,28,12-35m,low,0,98900.0,QC,mobile
3145,C003145,personal,tradesperson,0,22,12-35m,medium,0,67600.0,QC,mobile
3146,C003146,personal,retired,0,22,12-35m,low,0,67400.0,QC,branch
3147,C003147,personal,student,0,178,84m+,low,0,23300.0,ON,online
3148,C003148,personal,retired,0,88,84m+,low,0,51600.0,ON,online
3149,C003149,personal,public_sector,0,17,12-35m,low,0,48500.0,ON,mobile
3150,C003150,personal,public_sector,0,18,12-35m,low,0,87700.0,QC,online
3151,C003151,personal,student,0,14,12-35m,low,0,96100.0,QC,online
3152,C003152,business,consulting,0,32,12-35m,low,0,549800.0,BC,online
3153,C003153,personal,retired,0,74,36-83m,high,0,39300.0,QC,mobile
3154,C003154,personal,self_employed,0,207,84m+,low,0,189300.0,ON,online
3155,C003155,personal,healthcare_worker,0,153,84m+,low,0,115800.0,AB,online
3156,C003156,personal,salaried_employee,0,69,36-83m,medium,0,106300.0,QC,broker
3157,C003157,personal,salaried_employee,0,38,36-83m,low,0,33100.0,ON,online
3158,C003158,personal,student,0,17,12-35m,low,1,26100.0,ON,mobile
3159,C003159,business,convenience_retail,1,78,36-83m,low,0,342800.0,ON,branch
3160,C003160,business,logistics,0,44,36-83m,medium,0,266100.0,ON,branch
3161,C003161,personal,healthcare_worker,0,50,36-83m,low,0,80400.0,ON,branch
3162,C003162,business,auto_dealer,1,14,12-35m,medium,0,812400.0,QC,branch
3163,C003163,personal,public_sector,0,73,36-83m,low,0,67800.0,ON,online
3164,C003164,personal,self_employed,0,91,84m+,low,0,93400.0,AB,branch
3165,C003165,personal,public_sector,0,61,36-83m,high,0,28100.0,ON,online
3166,C003166,personal,self_employed,0,69,36-83m,low,0,82700.0,BC,branch
3167,C003167,personal,salaried_employee,0,14,12-35m,low,0,37800.0,BC,mobile
3168,C003168,business,convenience_retail,1,10,00-11m,low,0,258400.0,QC,branch
3169,C003169,personal,student,0,40,36-83m,low,0,59600.0,ON,online
3170,C003170,personal,healthcare_worker,0,38,36-83m,low,0,81600.0,QC,mobile
3171,C003171,personal,salaried_employee,0,39,36-83m,low,0,51300.0,ON,mobile
3172,C003172,personal,tradesperson,0,29,12-35m,high,0,104800.0,ON,mobile
3173,C003173,personal,salaried_employee,0,31,12-35m,low,0,21500.0,ON,mobile
3174,C003174,personal,salaried_employee,0,46,36-83m,low,0,37800.0,QC,mobile
3175,C003175,personal,self_employed,0,10,00-11m,low,0,21400.0,ON,branch
3176,C003176,personal,public_sector,0,61,36-83m,medium,0,128600.0,ON,branch
3177,C003177,business,construction,0,81,36-83m,low,0,65800.0,QC,branch
3178,C003178,business,convenience_retail,1,57,36-83m,low,0,1090400.0,QC,broker
3179,C003179,personal,salaried_employee,0,17,12-35m,low,0,27400.0,AB,branch
3180,C003180,personal,salaried_employee,0,37,36-83m,low,0,72200.0,AB,branch
3181,C003181,personal,retired,0,68,36-83m,medium,0,80100.0,QC,branch
3182,C003182,personal,salaried_employee,0,10,00-11m,low,0,36600.0,ON,mobile
3183,C003183,business,money_services,0,112,84m+,low,0,321000.0,AB,mobile
3184,C003184,personal,student,0,92,84m+,low,0,221600.0,ON,branch
3185,C003185,personal,tradesperson,0,13,12-35m,medium,0,30800.0,NS,online
3186,C003186,personal,salaried_employee,0,48,36-83m,medium,0,33100.0,AB,mobile
3187,C003187,personal,public_sector,0,99,84m+,low,0,39000.0,ON,online
3188,C003188,personal,public_sector,0,37,36-83m,low,0,55200.0,ON,mobile
3189,C003189,personal,salaried_employee,0,19,12-35m,low,0,57000.0,AB,online
3190,C003190,personal,healthcare_worker,0,139,84m+,low,0,94000.0,BC,online
3191,C003191,personal,self_employed,0,49,36-83m,low,0,66400.0,QC,mobile
3192,C003192,personal,public_sector,0,6,00-11m,medium,0,50300.0,MB,online
3193,C003193,personal,student,0,54,36-83m,low,0,36400.0,QC,branch
3194,C003194,personal,tradesperson,0,36,36-83m,medium,0,108200.0,ON,branch
3195,C003195,business,import_export,0,59,36-83m,low,0,213900.0,AB,online
3196,C003196,personal,student,0,39,36-83m,low,0,59600.0,QC,branch
3197,C003197,personal,healthcare_worker,0,109,84m+,low,0,16400.0,ON,branch
3198,C003198,business,salon,1,14,12-35m,low,0,571200.0,ON,mobile
3199,C003199,personal,self_employed,0,146,84m+,low,0,20700.0,ON,branch
3200,C003200,personal,healthcare_worker,0,79,36-83m,low,0,60900.0,BC,online
3201,C003201,personal,student,0,49,36-83m,low,0,28600.0,BC,mobile
3202,C003202,personal,tradesperson,0,36,36-83m,low,0,47600.0,AB,online
3203,C003203,business,salon,1,6,00-11m,low,0,440900.0,AB,online
3204,C003204,business,money_services,0,21,12-35m,medium,1,649100.0,QC,branch
3205,C003205,personal,salaried_employee,0,65,36-83m,medium,0,75000.0,ON,branch
3206,C003206,personal,retired,0,100,84m+,low,0,32300.0,MB,branch
3207,C003207,personal,self_employed,0,67,36-83m,low,0,27000.0,AB,branch
3208,C003208,personal,tradesperson,0,16,12-35m,low,0,153100.0,ON,branch
3209,C003209,personal,student,0,72,36-83m,low,0,48500.0,AB,branch
3210,C003210,personal,self_employed,0,45,36-83m,low,0,78900.0,BC,online
3211,C003211,personal,student,0,23,12-35m,low,0,66200.0,QC,mobile
3212,C003212,personal,tradesperson,0,107,84m+,low,0,59400.0,ON,branch
3213,C003213,personal,retired,0,25,12-35m,medium,0,88600.0,QC,online
3214,C003214,business,import_export,0,13,12-35m,low,0,277900.0,ON,online
3215,C003215,personal,salaried_employee,0,31,12-35m,low,0,71300.0,ON,mobile
3216,C003216,personal,tradesperson,0,22,12-35m,low,0,51600.0,NS,branch
3217,C003217,personal,self_employed,0,78,36-83m,medium,0,29600.0,BC,online
3218,C003218,business,construction,0,77,36-83m,low,0,503400.0,ON,online
3219,C003219,business,salon,1,71,36-83m,low,0,176000.0,ON,mobile
3220,C003220,business,construction,0,115,84m+,low,0,693900.0,QC,online
3221,C003221,personal,self_employed,0,17,12-35m,low,0,110400.0,ON,online
3222,C003222,personal,public_sector,0,7,00-11m,low,0,30300.0,ON,mobile
3223,C003223,personal,retired,0,26,12-35m,low,0,115000.0,SK,online
3224,C003224,personal,self_employed,0,44,36-83m,low,0,40000.0,ON,online
3225,C003225,personal,self_employed,0,51,36-83m,low,0,31600.0,ON,branch
3226,C003226,personal,salaried_employee,0,67,36-83m,low,0,63500.0,BC,online
3227,C003227,personal,healthcare_worker,0,45,36-83m,low,0,73100.0,QC,mobile
3228,C003228,personal,retired,0,2,00-11m,low,0,42200.0,ON,branch
3229,C003229,personal,healthcare_worker,0,50,36-83m,low,0,114700.0,ON,mobile
3230,C003230,personal,retired,0,16,12-35m,medium,0,36000.0,ON,online
3231,C003231,business,import_export,0,64,36-83m,medium,0,227300.0,QC,online
3232,C003232,personal,retired,0,66,36-83m,low,0,24600.0,SK,online
3233,C003233,business,import_export,0,34,12-35m,low,0,1017400.0,ON,online
3234,C003234,personal,tradesperson,0,56,36-83m,low,0,121200.0,ON,branch
3235,C003235,personal,self_employed,0,29,12-35m,low,0,116100.0,BC,online
3236,C003236,personal,retired,0,58,36-83m,low,0,31200.0,QC,online
3237,C003237,personal,tradesperson,0,12,12-35m,high,0,39700.0,QC,branch
3238,C003238,business,money_services,0,32,12-35m,medium,0,237000.0,ON,branch
3239,C003239,business,construction,0,53,36-83m,low,0,99500.0,ON,branch
3240,C003240,personal,student,0,35,12-35m,low,0,90000.0,ON,online
3241,C003241,personal,retired,0,143,84m+,low,0,43700.0,ON,branch
3242,C003242,personal,tradesperson,0,84,84m+,low,0,37200.0,ON,mobile
3243,C003243,business,import_export,0,34,12-35m,medium,0,381000.0,AB,online
3244,C003244,business,restaurant,1,26,12-35m,low,0,266400.0,ON,mobile
3245,C003245,business,consulting,0,21,12-35m,low,0,260400.0,ON,branch
3246,C003246,personal,salaried_employee,0,79,36-83m,low,0,49600.0,AB,branch
3247,C003247,personal,salaried_employee,0,36,36-83m,high,0,85100.0,BC,online
3248,C003248,personal,retired,0,25,12-35m,low,0,33900.0,MB,branch
3249,C003249,business,consulting,0,42,36-83m,low,0,251500.0,BC,branch
3250,C003250,personal,self_employed,0,7,00-11m,low,0,41900.0,ON,mobile
3251,C003251,personal,public_sector,0,21,12-35m,medium,0,27500.0,MB,branch
3252,C003252,business,auto_dealer,1,3,00-11m,high,0,84600.0,BC,online
3253,C003253,personal,public_sector,0,20,12-35m,low,0,65900.0,AB,mobile
3254,C003254,personal,retired,0,74,36-83m,low,0,73900.0,QC,online
3255,C003255,personal,tradesperson,0,20,12-35m,low,0,77000.0,QC,mobile
3256,C003256,personal,public_sector,0,34,12-35m,high,0,70100.0,AB,branch
3257,C003257,personal,healthcare_worker,0,86,84m+,low,0,24500.0,NS,mobile
3258,C003258,personal,salaried_employee,0,40,36-83m,low,0,160200.0,QC,mobile
3259,C003259,business,salon,1,55,36-83m,low,0,1467400.0,QC,branch
3260,C003260,personal,self_employed,0,54,36-83m,low,0,41000.0,BC,online
3261,C003261,business,logistics,0,69,36-83m,low,0,1024300.0,ON,online
3262,C003262,personal,healthcare_worker,0,95,84m+,low,0,63500.0,AB,broker
3263,C003263,business,restaurant,1,33,12-35m,low,0,497800.0,ON,mobile
3264,C003264,personal,self_employed,0,105,84m+,low,0,36000.0,ON,online
3265,C003265,personal,retired,0,7,00-11m,low,0,55400.0,ON,online
3266,C003266,personal,student,0,147,84m+,low,0,53200.0,QC,branch
3267,C003267,personal,healthcare_worker,0,58,36-83m,high,0,63300.0,ON,mobile
3268,C003268,personal,salaried_employee,0,17,12-35m,low,0,59200.0,QC,mobile
3269,C003269,personal,public_sector,0,94,84m+,low,0,139500.0,SK,online
3270,C003270,personal,retired,0,46,36-83m,medium,0,66600.0,BC,online
3271,C003271,personal,salaried_employee,0,44,36-83m,low,0,57300.0,AB,broker
3272,C003272,personal,student,0,53,36-83m,low,0,115700.0,ON,branch
3273,C003273,personal,student,0,97,84m+,low,0,69400.0,ON,branch
3274,C003274,personal,retired,0,19,12-35m,low,0,95300.0,QC,online
3275,C003275,personal,retired,0,60,36-83m,low,0,37700.0,BC,branch
3276,C003276,personal,salaried_employee,0,59,36-83m,low,0,94500.0,ON,online
3277,C003277,personal,self_employed,0,136,84m+,low,0,220600.0,ON,mobile
3278,C003278,personal,salaried_employee,0,27,12-35m,low,0,61200.0,QC,online
3279,C003279,personal,public_sector,0,64,36-83m,low,0,104300.0,ON,branch
3280,C003280,business,convenience_retail,1,134,84m+,low,0,607200.0,BC,branch
3281,C003281,personal,salaried_employee,0,38,36-83m,low,0,25600.0,ON,online
3282,C003282,personal,self_employed,0,138,84m+,low,0,92300.0,BC,branch
3283,C003283,personal,tradesperson,0,31,12-35m,low,0,86700.0,NS,branch
3284,C003284,personal,tradesperson,0,62,36-83m,low,0,133600.0,AB,mobile
3285,C003285,personal,student,0,167,84m+,medium,0,65100.0,AB,branch
3286,C003286,personal,healthcare_worker,0,112,84m+,medium,0,89500.0,ON,branch
3287,C003287,personal,salaried_employee,0,29,12-35m,low,0,36300.0,ON,branch
3288,C003288,personal,public_sector,0,24,12-35m,low,0,129400.0,ON,online
3289,C003289,personal,salaried_employee,0,108,84m+,low,0,71000.0,ON,branch
3290,C003290,personal,retired,0,19,12-35m,low,0,85400.0,ON,broker
3291,C003291,personal,self_employed,0,66,36-83m,low,0,74900.0,AB,online
3292,C003292,personal,public_sector,0,153,84m+,low,0,54500.0,NS,online
3293,C003293,personal,salaried_employee,0,98,84m+,low,0,80000.0,QC,online
3294,C003294,personal,healthcare_worker,0,47,36-83m,medium,0,65400.0,QC,mobile
3295,C003295,personal,tradesperson,0,95,84m+,low,0,57500.0,ON,online
3296,C003296,business,import_export,0,24,12-35m,low,0,243000.0,ON,mobile
3297,C003297,business,restaurant,1,28,12-35m,medium,0,69100.0,QC,branch
3298,C003298,personal,retired,0,25,12-35m,low,0,151800.0,AB,branch
3299,C003299,personal,healthcare_worker,0,60,36-83m,low,0,23300.0,ON,branch
3300,C003300,personal,self_employed,0,85,84m+,low,0,44400.0,BC,branch
3301,C003301,business,restaurant,1,19,12-35m,high,0,1087500.0,ON,mobile
3302,C003302,personal,student,0,55,36-83m,low,0,95600.0,QC,online
3303,C003303,personal,salaried_employee,0,35,12-35m,low,0,62500.0,AB,branch
3304,C003304,personal,healthcare_worker,0,16,12-35m,low,0,63800.0,ON,mobile
3305,C003305,business,restaurant,1,113,84m+,low,0,364400.0,QC,branch
3306,C003306,personal,tradesperson,0,21,12-35m,high,0,43700.0,ON,mobile
3307,C003307,personal,student,0,176,84m+,low,0,52200.0,ON,online
3308,C003308,personal,retired,0,41,36-83m,low,0,34200.0,ON,branch
3309,C003309,personal,public_sector,0,6,00-11m,low,0,91900.0,AB,online
3310,C003310,business,auto_dealer,1,49,36-83m,medium,0,204700.0,BC,online
3311,C003311,personal,public_sector,0,54,36-83m,low,0,48200.0,ON,mobile
3312,C003312,business,auto_dealer,1,83,36-83m,medium,0,129800.0,QC,branch
3313,C003313,personal,retired,0,104,84m+,low,0,66000.0,AB,broker
3314,C003314,personal,public_sector,0,35,12-35m,low,0,107400.0,ON,branch
3315,C003315,personal,public_sector,0,26,12-35m,medium,0,145500.0,ON,broker
3316,C003316,business,construction,0,40,36-83m,low,0,153300.0,QC,branch
3317,C003317,personal,salaried_employee,0,59,36-83m,high,0,24100.0,ON,online
3318,C003318,personal,public_sector,0,65,36-83m,low,0,89700.0,AB,branch
3319,C003319,personal,healthcare_worker,0,52,36-83m,low,0,61500.0,QC,branch
3320,C003320,personal,retired,0,49,36-83m,low,0,28900.0,QC,branch
3321,C003321,personal,retired,0,15,12-35m,medium,0,61200.0,AB,online
3322,C003322,personal,public_sector,0,43,36-83m,medium,0,55700.0,ON,online
3323,C003323,personal,salaried_employee,0,34,12-35m,medium,0,32600.0,ON,branch
3324,C003324,business,logistics,0,3,00-11m,medium,1,367800.0,ON,online
3325,C003325,business,convenience_retail,1,68,36-83m,high,0,677300.0,ON,broker
3326,C003326,personal,salaried_employee,0,57,36-83m,low,0,32400.0,ON,branch
3327,C003327,business,auto_dealer,1,114,84m+,low,0,183000.0,QC,branch
3328,C003328,personal,self_employed,0,84,84m+,low,0,59700.0,QC,online
3329,C003329,personal,healthcare_worker,0,106,84m+,medium,0,82400.0,BC,branch
3330,C003330,personal,student,0,22,12-35m,high,0,89500.0,BC,branch
3331,C003331,personal,self_employed,0,30,12-35m,low,0,90700.0,AB,branch
3332,C003332,personal,self_employed,0,65,36-83m,low,0,24500.0,BC,online
3333,C003333,personal,self_employed,0,79,36-83m,low,0,164900.0,AB,branch
3334,C003334,personal,tradesperson,0,40,36-83m,low,0,17200.0,AB,branch
3335,C003335,personal,healthcare_worker,0,39,36-83m,low,0,81100.0,ON,online
3336,C003336,personal,public_sector,0,33,12-35m,low,0,117400.0,ON,mobile
3337,C003337,personal,public_sector,0,31,12-35m,low,0,96000.0,AB,mobile
3338,C003338,personal,self_employed,0,85,84m+,high,0,97200.0,ON,branch
3339,C003339,personal,salaried_employee,0,33,12-35m,high,0,39900.0,AB,online
3340,C003340,personal,retired,0,24,12-35m,low,0,77300.0,BC,mobile
3341,C003341,personal,tradesperson,0,40,36-83m,low,0,35200.0,AB,online
3342,C003342,personal,self_employed,0,33,12-35m,low,0,83500.0,NS,mobile
3343,C003343,personal,healthcare_worker,0,40,36-83m,low,0,65200.0,ON,mobile
3344,C003344,personal,salaried_employee,0,66,36-83m,low,0,50600.0,QC,branch
3345,C003345,business,money_services,0,127,84m+,low,0,345400.0,QC,online
3346,C003346,personal,retired,0,79,36-83m,low,0,104300.0,BC,online
3347,C003347,personal,healthcare_worker,0,61,36-83m,low,0,16900.0,AB,branch
3348,C003348,personal,tradesperson,0,55,36-83m,medium,0,110200.0,ON,online
3349,C003349,personal,student,0,86,84m+,low,0,98900.0,ON,online
3350,C003350,business,consulting,0,31,12-35m,low,0,148700.0,ON,branch
3351,C003351,personal,retired,0,68,36-83m,low,0,56500.0,QC,branch
3352,C003352,personal,healthcare_worker,0,13,12-35m,low,0,47800.0,ON,branch
3353,C003353,personal,self_employed,0,97,84m+,medium,0,32300.0,ON,branch
3354,C003354,personal,student,0,43,36-83m,low,0,103200.0,QC,branch
3355,C003355,personal,self_employed,0,46,36-83m,medium,0,84900.0,QC,branch
3356,C003356,personal,tradesperson,0,51,36-83m,low,0,47200.0,AB,mobile
3357,C003357,business,construction,0,152,84m+,low,0,143500.0,BC,mobile
3358,C003358,personal,retired,0,29,12-35m,medium,0,112600.0,AB,online
3359,C003359,personal,tradesperson,0,114,84m+,low,0,57300.0,QC,branch
3360,C003360,personal,self_employed,0,2,00-11m,low,0,53500.0,ON,branch
3361,C003361,personal,salaried_employee,0,65,36-83m,low,0,29300.0,QC,branch
3362,C003362,personal,student,0,144,84m+,low,0,45500.0,ON,branch
3363,C003363,personal,self_employed,0,94,84m+,low,0,52800.0,QC,branch
3364,C003364,personal,public_sector,0,57,36-83m,high,0,37200.0,BC,branch
3365,C003365,personal,salaried_employee,0,68,36-83m,medium,0,21400.0,ON,online
3366,C003366,personal,self_employed,0,6,00-11m,low,0,117300.0,BC,branch
3367,C003367,business,logistics,0,95,84m+,low,0,683700.0,QC,mobile
3368,C003368,business,convenience_retail,1,81,36-83m,low,0,495400.0,ON,branch
3369,C003369,business,restaurant,1,18,12-35m,low,0,153400.0,BC,online
3370,C003370,personal,retired,0,92,84m+,low,0,34300.0,ON,branch
3371,C003371,personal,healthcare_worker,0,88,84m+,low,0,80100.0,ON,online
3372,C003372,personal,salaried_employee,0,56,36-83m,low,0,57400.0,AB,branch
3373,C003373,personal,healthcare_worker,0,37,36-83m,low,0,48300.0,ON,mobile
3374,C003374,personal,retired,0,4,00-11m,high,0,57500.0,ON,broker
3375,C003375,personal,retired,0,65,36-83m,high,0,34000.0,BC,branch
3376,C003376,personal,tradesperson,0,22,12-35m,low,0,45000.0,MB,branch
3377,C003377,personal,self_employed,0,62,36-83m,low,0,21700.0,SK,branch
3378,C003378,personal,healthcare_worker,0,32,12-35m,low,0,70500.0,AB,branch
3379,C003379,personal,student,0,35,12-35m,low,0,127800.0,AB,online
3380,C003380,business,restaurant,1,100,84m+,low,0,161700.0,ON,mobile
3381,C003381,personal,tradesperson,0,8,00-11m,low,0,51500.0,QC,branch
3382,C003382,personal,self_employed,0,32,12-35m,low,0,96700.0,ON,branch
3383,C003383,personal,salaried_employee,0,59,36-83m,low,0,37900.0,ON,branch
3384,C003384,business,construction,0,15,12-35m,low,0,409000.0,ON,branch
3385,C003385,business,restaurant,1,35,12-35m,low,0,139000.0,QC,mobile
3386,C003386,personal,healthcare_worker,0,95,84m+,low,0,48000.0,ON,online
3387,C003387,personal,public_sector,0,101,84m+,low,0,63000.0,NS,online
3388,C003388,personal,tradesperson,0,42,36-83m,medium,0,47000.0,ON,mobile
3389,C003389,personal,public_sector,0,60,36-83m,low,0,31800.0,AB,branch
3390,C003390,personal,public_sector,0,79,36-83m,low,0,125600.0,AB,mobile
3391,C003391,personal,healthcare_worker,0,52,36-83m,low,0,65800.0,QC,branch
3392,C003392,business,import_export,0,83,36-83m,low,0,289500.0,AB,branch
3393,C003393,business,money_services,0,14,12-35m,low,0,258500.0,NS,online
3394,C003394,personal,healthcare_worker,0,51,36-83m,high,0,165700.0,BC,branch
3395,C003395,personal,healthcare_worker,0,21,12-35m,low,0,41500.0,ON,branch
3396,C003396,business,money_services,0,94,84m+,low,0,400300.0,ON,branch
